FIPS,statecode,countycode,State,County,AGEGRP,TOT_POP,White,Black
24814,26,149,Michigan,St. Joseph County,18,1322,1291,21
24820,26,151,Michigan,Sanilac County,5,2227,2124,18
24821,26,151,Michigan,Sanilac County,6,2082,2017,23
24822,26,151,Michigan,Sanilac County,7,2126,2079,7
24823,26,151,Michigan,Sanilac County,8,2107,2035,25
24824,26,151,Michigan,Sanilac County,9,2204,2152,10
24825,26,151,Michigan,Sanilac County,10,2618,2563,8
24826,26,151,Michigan,Sanilac County,11,3033,2971,15
24827,26,151,Michigan,Sanilac County,12,3404,3332,21
24828,26,151,Michigan,Sanilac County,13,3210,3161,11
24829,26,151,Michigan,Sanilac County,14,2837,2788,6
24830,26,151,Michigan,Sanilac County,15,2079,2044,5
24831,26,151,Michigan,Sanilac County,16,1569,1544,1
24832,26,151,Michigan,Sanilac County,17,1083,1071,3
24833,26,151,Michigan,Sanilac County,18,951,937,2
24839,26,153,Michigan,Schoolcraft County,5,379,292,1
24840,26,153,Michigan,Schoolcraft County,6,302,246,6
24841,26,153,Michigan,Schoolcraft County,7,307,252,2
24842,26,153,Michigan,Schoolcraft County,8,360,297,5
24843,26,153,Michigan,Schoolcraft County,9,406,344,0
24844,26,153,Michigan,Schoolcraft County,10,499,445,0
24845,26,153,Michigan,Schoolcraft County,11,579,506,2
24846,26,153,Michigan,Schoolcraft County,12,774,704,1
24847,26,153,Michigan,Schoolcraft County,13,793,730,3
24848,26,153,Michigan,Schoolcraft County,14,718,674,0
24849,26,153,Michigan,Schoolcraft County,15,476,448,1
24850,26,153,Michigan,Schoolcraft County,16,367,349,0
24851,26,153,Michigan,Schoolcraft County,17,277,262,0
24852,26,153,Michigan,Schoolcraft County,18,236,224,0
24858,26,155,Michigan,Shiawassee County,5,4105,3897,37
24859,26,155,Michigan,Shiawassee County,6,4066,3924,31
24860,26,155,Michigan,Shiawassee County,7,3665,3554,34
24861,26,155,Michigan,Shiawassee County,8,3911,3797,23
24862,26,155,Michigan,Shiawassee County,9,3965,3844,26
24863,26,155,Michigan,Shiawassee County,10,4791,4682,22
24864,26,155,Michigan,Shiawassee County,11,5290,5166,21
24865,26,155,Michigan,Shiawassee County,12,5437,5348,12
24866,26,155,Michigan,Shiawassee County,13,4874,4771,35
24867,26,155,Michigan,Shiawassee County,14,4105,4036,18
24868,26,155,Michigan,Shiawassee County,15,2964,2913,13
24869,26,155,Michigan,Shiawassee County,16,2031,1995,3
24870,26,155,Michigan,Shiawassee County,17,1446,1424,1
24871,26,155,Michigan,Shiawassee County,18,1327,1310,3
24877,26,157,Michigan,Tuscola County,5,2986,2852,49
24878,26,157,Michigan,Tuscola County,6,3044,2952,29
24879,26,157,Michigan,Tuscola County,7,2843,2771,28
24880,26,157,Michigan,Tuscola County,8,2948,2873,29
24881,26,157,Michigan,Tuscola County,9,2943,2849,33
24882,26,157,Michigan,Tuscola County,10,3511,3420,31
24883,26,157,Michigan,Tuscola County,11,4067,3958,28
24884,26,157,Michigan,Tuscola County,12,4379,4281,39
24885,26,157,Michigan,Tuscola County,13,4014,3901,59
24886,26,157,Michigan,Tuscola County,14,3459,3385,36
24887,26,157,Michigan,Tuscola County,15,2601,2551,12
24888,26,157,Michigan,Tuscola County,16,1887,1840,17
24889,26,157,Michigan,Tuscola County,17,1242,1222,9
24890,26,157,Michigan,Tuscola County,18,1187,1159,13
24896,26,159,Michigan,Van Buren County,5,4216,3737,194
24897,26,159,Michigan,Van Buren County,6,4057,3672,177
24898,26,159,Michigan,Van Buren County,7,4216,3937,135
24899,26,159,Michigan,Van Buren County,8,4403,4078,143
24900,26,159,Michigan,Van Buren County,9,4260,3910,146
24901,26,159,Michigan,Van Buren County,10,4834,4527,161
24902,26,159,Michigan,Van Buren County,11,5322,4958,215
24903,26,159,Michigan,Van Buren County,12,5975,5624,202
24904,26,159,Michigan,Van Buren County,13,5533,5189,204
24905,26,159,Michigan,Van Buren County,14,4642,4419,138
24906,26,159,Michigan,Van Buren County,15,3183,2986,135
24907,26,159,Michigan,Van Buren County,16,2116,1992,89
24908,26,159,Michigan,Van Buren County,17,1361,1254,80
24909,26,159,Michigan,Van Buren County,18,1474,1365,93
24915,26,161,Michigan,Washtenaw County,5,48359,33237,6239
24916,26,161,Michigan,Washtenaw County,6,28538,20398,3904
24917,26,161,Michigan,Washtenaw County,7,23390,17349,2682
24918,26,161,Michigan,Washtenaw County,8,21328,15534,2817
24919,26,161,Michigan,Washtenaw County,9,19902,14225,2696
24920,26,161,Michigan,Washtenaw County,10,21809,16512,2743
24921,26,161,Michigan,Washtenaw County,11,22321,17472,2648
24922,26,161,Michigan,Washtenaw County,12,21932,17762,2505
24923,26,161,Michigan,Washtenaw County,13,20094,16608,2242
24924,26,161,Michigan,Washtenaw County,14,17236,14550,1743
24925,26,161,Michigan,Washtenaw County,15,11393,9513,1175
24926,26,161,Michigan,Washtenaw County,16,7435,6225,697
24927,26,161,Michigan,Washtenaw County,17,5037,4278,419
24928,26,161,Michigan,Washtenaw County,18,5985,5312,448
24934,26,163,Michigan,Wayne County,5,117937,56687,52669
24935,26,163,Michigan,Wayne County,6,131410,66131,56453
24936,26,163,Michigan,Wayne County,7,106022,58799,39894
24937,26,163,Michigan,Wayne County,8,104133,57770,39356
24938,26,163,Michigan,Wayne County,9,106050,56810,42165
24939,26,163,Michigan,Wayne County,10,116419,65270,44367
24940,26,163,Michigan,Wayne County,11,120353,71234,43216
24941,26,163,Michigan,Wayne County,12,124408,74179,45173
24942,26,163,Michigan,Wayne County,13,110023,65706,40035
24943,26,163,Michigan,Wayne County,14,88764,53068,32408
24944,26,163,Michigan,Wayne County,15,57828,35062,20557
24945,26,163,Michigan,Wayne County,16,40065,24984,13581
24946,26,163,Michigan,Wayne County,17,29502,18643,10104
24947,26,163,Michigan,Wayne County,18,35958,23251,11910
24953,26,165,Michigan,Wexford County,5,1877,1755,24
24954,26,165,Michigan,Wexford County,6,1867,1790,18
24955,26,165,Michigan,Wexford County,7,1916,1827,11
24956,26,165,Michigan,Wexford County,8,1857,1793,10
24957,26,165,Michigan,Wexford County,9,1774,1705,13
24958,26,165,Michigan,Wexford County,10,2059,2003,9
24959,26,165,Michigan,Wexford County,11,2360,2303,10
24960,26,165,Michigan,Wexford County,12,2596,2526,9
24961,26,165,Michigan,Wexford County,13,2371,2325,8
24962,26,165,Michigan,Wexford County,14,2108,2071,2
24963,26,165,Michigan,Wexford County,15,1477,1460,0
24964,26,165,Michigan,Wexford County,16,1061,1046,0
24965,26,165,Michigan,Wexford County,17,704,687,3
24966,26,165,Michigan,Wexford County,18,713,691,6
24972,27,1,Minnesota,Aitkin County,5,587,522,9
24973,27,1,Minnesota,Aitkin County,6,583,513,4
24974,27,1,Minnesota,Aitkin County,7,660,607,3
24975,27,1,Minnesota,Aitkin County,8,654,608,6
24976,27,1,Minnesota,Aitkin County,9,637,585,8
24977,27,1,Minnesota,Aitkin County,10,770,743,2
24978,27,1,Minnesota,Aitkin County,11,1100,1061,6
24979,27,1,Minnesota,Aitkin County,12,1384,1341,3
24980,27,1,Minnesota,Aitkin County,13,1482,1443,3
24981,27,1,Minnesota,Aitkin County,14,1594,1562,7
24982,27,1,Minnesota,Aitkin County,15,1273,1256,2
24983,27,1,Minnesota,Aitkin County,16,962,946,1
24984,27,1,Minnesota,Aitkin County,17,496,488,0
24985,27,1,Minnesota,Aitkin County,18,519,511,4
24991,27,3,Minnesota,Anoka County,5,20313,16577,1577
24992,27,3,Minnesota,Anoka County,6,21268,17361,1485
24993,27,3,Minnesota,Anoka County,7,24153,20309,1595
24994,27,3,Minnesota,Anoka County,8,23390,19814,1685
24995,27,3,Minnesota,Anoka County,9,21815,18353,1617
24996,27,3,Minnesota,Anoka County,10,24683,21797,1391
24997,27,3,Minnesota,Anoka County,11,27268,24977,1017
24998,27,3,Minnesota,Anoka County,12,26964,25001,880
24999,27,3,Minnesota,Anoka County,13,20624,19329,502
25000,27,3,Minnesota,Anoka County,14,16742,15731,338
25001,27,3,Minnesota,Anoka County,15,11044,10419,216
25002,27,3,Minnesota,Anoka County,16,7403,7040,99
25003,27,3,Minnesota,Anoka County,17,4905,4696,49
25004,27,3,Minnesota,Anoka County,18,4571,4411,39
25010,27,5,Minnesota,Becker County,5,1701,1442,16
25011,27,5,Minnesota,Becker County,6,1692,1428,12
25012,27,5,Minnesota,Becker County,7,1838,1558,20
25013,27,5,Minnesota,Becker County,8,1987,1751,8
25014,27,5,Minnesota,Becker County,9,1695,1525,7
25015,27,5,Minnesota,Becker County,10,1829,1668,7
25016,27,5,Minnesota,Becker County,11,2182,1969,5
25017,27,5,Minnesota,Becker County,12,2505,2304,10
25018,27,5,Minnesota,Becker County,13,2605,2407,4
25019,27,5,Minnesota,Becker County,14,2323,2171,4
25020,27,5,Minnesota,Becker County,15,1621,1533,5
25021,27,5,Minnesota,Becker County,16,1179,1113,1
25022,27,5,Minnesota,Becker County,17,828,796,1
25023,27,5,Minnesota,Becker County,18,796,775,2
25029,27,7,Minnesota,Beltrami County,5,4548,3420,52
25030,27,7,Minnesota,Beltrami County,6,2982,2015,37
25031,27,7,Minnesota,Beltrami County,7,2776,2007,29
25032,27,7,Minnesota,Beltrami County,8,2615,1949,17
25033,27,7,Minnesota,Beltrami County,9,2176,1669,13
25034,27,7,Minnesota,Beltrami County,10,2185,1689,11
25035,27,7,Minnesota,Beltrami County,11,2617,2076,20
25036,27,7,Minnesota,Beltrami County,12,2912,2426,5
25037,27,7,Minnesota,Beltrami County,13,2730,2332,6
25038,27,7,Minnesota,Beltrami County,14,2497,2150,8
25039,27,7,Minnesota,Beltrami County,15,1551,1385,5
25040,27,7,Minnesota,Beltrami County,16,1279,1155,2
25041,27,7,Minnesota,Beltrami County,17,838,756,4
25042,27,7,Minnesota,Beltrami County,18,961,888,3
25048,27,9,Minnesota,Benton County,5,2435,2124,163
25049,27,9,Minnesota,Benton County,6,3018,2688,210
25050,27,9,Minnesota,Benton County,7,3052,2842,114
25051,27,9,Minnesota,Benton County,8,2836,2663,82
25052,27,9,Minnesota,Benton County,9,2333,2187,67
25053,27,9,Minnesota,Benton County,10,2456,2364,40
25054,27,9,Minnesota,Benton County,11,2611,2499,45
25055,27,9,Minnesota,Benton County,12,2542,2434,57
25056,27,9,Minnesota,Benton County,13,2170,2106,33
25057,27,9,Minnesota,Benton County,14,1829,1788,20
25058,27,9,Minnesota,Benton County,15,1303,1269,11
25059,27,9,Minnesota,Benton County,16,919,902,5
25060,27,9,Minnesota,Benton County,17,770,761,6
25061,27,9,Minnesota,Benton County,18,1029,1019,4
25067,27,11,Minnesota,Big Stone County,5,251,239,1
25068,27,11,Minnesota,Big Stone County,6,211,201,2
25069,27,11,Minnesota,Big Stone County,7,260,254,1
25070,27,11,Minnesota,Big Stone County,8,249,246,2
25071,27,11,Minnesota,Big Stone County,9,208,199,3
25072,27,11,Minnesota,Big Stone County,10,247,242,0
25073,27,11,Minnesota,Big Stone County,11,355,347,0
25074,27,11,Minnesota,Big Stone County,12,433,429,1
25075,27,11,Minnesota,Big Stone County,13,401,395,4
25076,27,11,Minnesota,Big Stone County,14,342,338,3
25077,27,11,Minnesota,Big Stone County,15,260,259,0
25078,27,11,Minnesota,Big Stone County,16,246,246,0
25079,27,11,Minnesota,Big Stone County,17,197,196,0
25080,27,11,Minnesota,Big Stone County,18,257,257,0
25086,27,13,Minnesota,Blue Earth County,5,10905,9575,486
25087,27,13,Minnesota,Blue Earth County,6,4881,4295,304
25088,27,13,Minnesota,Blue Earth County,7,4253,3936,164
25089,27,13,Minnesota,Blue Earth County,8,3777,3538,117
25090,27,13,Minnesota,Blue Earth County,9,3071,2811,127
25091,27,13,Minnesota,Blue Earth County,10,3207,2986,121
25092,27,13,Minnesota,Blue Earth County,11,3380,3234,57
25093,27,13,Minnesota,Blue Earth County,12,3736,3594,49
25094,27,13,Minnesota,Blue Earth County,13,3569,3472,31
25095,27,13,Minnesota,Blue Earth County,14,2914,2846,27
25096,27,13,Minnesota,Blue Earth County,15,1974,1938,14
25097,27,13,Minnesota,Blue Earth County,16,1464,1429,15
25098,27,13,Minnesota,Blue Earth County,17,1156,1139,7
25099,27,13,Minnesota,Blue Earth County,18,1489,1465,5
25105,27,15,Minnesota,Brown County,5,1789,1727,11
25106,27,15,Minnesota,Brown County,6,1205,1173,12
25107,27,15,Minnesota,Brown County,7,1484,1459,8
25108,27,15,Minnesota,Brown County,8,1364,1329,9
25109,27,15,Minnesota,Brown County,9,1181,1159,1
25110,27,15,Minnesota,Brown County,10,1366,1338,4
25111,27,15,Minnesota,Brown County,11,1716,1689,16
25112,27,15,Minnesota,Brown County,12,1992,1973,5
25113,27,15,Minnesota,Brown County,13,1749,1734,3
25114,27,15,Minnesota,Brown County,14,1463,1452,1
25115,27,15,Minnesota,Brown County,15,1104,1096,1
25116,27,15,Minnesota,Brown County,16,922,918,0
25117,27,15,Minnesota,Brown County,17,782,777,1
25118,27,15,Minnesota,Brown County,18,965,961,1
25124,27,17,Minnesota,Carlton County,5,1935,1607,77
25125,27,17,Minnesota,Carlton County,6,2046,1691,89
25126,27,17,Minnesota,Carlton County,7,2252,1974,73
25127,27,17,Minnesota,Carlton County,8,2257,1996,67
25128,27,17,Minnesota,Carlton County,9,2222,1989,65
25129,27,17,Minnesota,Carlton County,10,2384,2171,52
25130,27,17,Minnesota,Carlton County,11,2605,2388,37
25131,27,17,Minnesota,Carlton County,12,2709,2526,22
25132,27,17,Minnesota,Carlton County,13,2384,2241,7
25133,27,17,Minnesota,Carlton County,14,2067,1968,2
25134,27,17,Minnesota,Carlton County,15,1352,1305,1
25135,27,17,Minnesota,Carlton County,16,1068,1023,0
25136,27,17,Minnesota,Carlton County,17,824,794,0
25137,27,17,Minnesota,Carlton County,18,789,775,3
25143,27,19,Minnesota,Carver County,5,5611,5162,111
25144,27,19,Minnesota,Carver County,6,4507,4052,137
25145,27,19,Minnesota,Carver County,7,6410,5878,142
25146,27,19,Minnesota,Carver County,8,7243,6662,173
25147,27,19,Minnesota,Carver County,9,6815,6301,118
25148,27,19,Minnesota,Carver County,10,7794,7318,133
25149,27,19,Minnesota,Carver County,11,8262,7887,112
25150,27,19,Minnesota,Carver County,12,7330,7100,61
25151,27,19,Minnesota,Carver County,13,5480,5291,43
25152,27,19,Minnesota,Carver County,14,3943,3830,32
25153,27,19,Minnesota,Carver County,15,2506,2439,16
25154,27,19,Minnesota,Carver County,16,1729,1692,7
25155,27,19,Minnesota,Carver County,17,1268,1229,4
25156,27,19,Minnesota,Carver County,18,1407,1374,8
25162,27,21,Minnesota,Cass County,5,1333,1011,8
25163,27,21,Minnesota,Cass County,6,1281,963,8
25164,27,21,Minnesota,Cass County,7,1421,1127,7
25165,27,21,Minnesota,Cass County,8,1336,1142,4
25166,27,21,Minnesota,Cass County,9,1304,1136,8
25167,27,21,Minnesota,Cass County,10,1567,1349,9
25168,27,21,Minnesota,Cass County,11,2006,1804,5
25169,27,21,Minnesota,Cass County,12,2416,2180,6
25170,27,21,Minnesota,Cass County,13,2539,2353,1
25171,27,21,Minnesota,Cass County,14,2464,2316,7
25172,27,21,Minnesota,Cass County,15,1874,1788,1
25173,27,21,Minnesota,Cass County,16,1312,1252,0
25174,27,21,Minnesota,Cass County,17,775,740,0
25175,27,21,Minnesota,Cass County,18,669,651,1
25181,27,23,Minnesota,Chippewa County,5,759,685,8
25182,27,23,Minnesota,Chippewa County,6,655,595,11
25183,27,23,Minnesota,Chippewa County,7,731,681,6
25184,27,23,Minnesota,Chippewa County,8,639,607,6
25185,27,23,Minnesota,Chippewa County,9,600,571,4
25186,27,23,Minnesota,Chippewa County,10,639,619,3
25187,27,23,Minnesota,Chippewa County,11,805,778,2
25188,27,23,Minnesota,Chippewa County,12,874,849,3
25189,27,23,Minnesota,Chippewa County,13,878,861,3
25190,27,23,Minnesota,Chippewa County,14,725,717,1
25191,27,23,Minnesota,Chippewa County,15,548,539,1
25192,27,23,Minnesota,Chippewa County,16,433,428,0
25193,27,23,Minnesota,Chippewa County,17,354,351,0
25194,27,23,Minnesota,Chippewa County,18,454,452,0
25200,27,25,Minnesota,Chisago County,5,3064,2800,115
25201,27,25,Minnesota,Chisago County,6,3116,2849,124
25202,27,25,Minnesota,Chisago County,7,3438,3226,88
25203,27,25,Minnesota,Chisago County,8,3423,3236,86
25204,27,25,Minnesota,Chisago County,9,3331,3176,63
25205,27,25,Minnesota,Chisago County,10,4168,4007,63
25206,27,25,Minnesota,Chisago County,11,4613,4479,40
25207,27,25,Minnesota,Chisago County,12,4343,4252,21
25208,27,25,Minnesota,Chisago County,13,3325,3265,18
25209,27,25,Minnesota,Chisago County,14,2840,2790,10
25210,27,25,Minnesota,Chisago County,15,2020,1992,3
25211,27,25,Minnesota,Chisago County,16,1354,1328,5
25212,27,25,Minnesota,Chisago County,17,946,935,3
25213,27,25,Minnesota,Chisago County,18,975,961,3
25219,27,27,Minnesota,Clay County,5,6824,6061,262
25220,27,27,Minnesota,Clay County,6,4347,3818,195
25221,27,27,Minnesota,Clay County,7,4461,4081,169
25222,27,27,Minnesota,Clay County,8,4201,3898,119
25223,27,27,Minnesota,Clay County,9,3400,3145,89
25224,27,27,Minnesota,Clay County,10,3258,3066,67
25225,27,27,Minnesota,Clay County,11,3468,3316,61
25226,27,27,Minnesota,Clay County,12,3723,3584,42
25227,27,27,Minnesota,Clay County,13,3227,3122,21
25228,27,27,Minnesota,Clay County,14,2508,2447,9
25229,27,27,Minnesota,Clay County,15,1754,1718,6
25230,27,27,Minnesota,Clay County,16,1374,1350,7
25231,27,27,Minnesota,Clay County,17,1157,1127,11
25232,27,27,Minnesota,Clay County,18,1300,1287,1
25238,27,29,Minnesota,Clearwater County,5,432,345,6
25239,27,29,Minnesota,Clearwater County,6,453,389,7
25240,27,29,Minnesota,Clearwater County,7,474,418,9
25241,27,29,Minnesota,Clearwater County,8,491,416,6
25242,27,29,Minnesota,Clearwater County,9,488,434,0
25243,27,29,Minnesota,Clearwater County,10,463,414,3
25244,27,29,Minnesota,Clearwater County,11,597,528,0
25245,27,29,Minnesota,Clearwater County,12,690,607,0
25246,27,29,Minnesota,Clearwater County,13,601,536,0
25247,27,29,Minnesota,Clearwater County,14,583,547,0
25248,27,29,Minnesota,Clearwater County,15,405,370,1
25249,27,29,Minnesota,Clearwater County,16,331,312,1
25250,27,29,Minnesota,Clearwater County,17,238,218,0
25251,27,29,Minnesota,Clearwater County,18,218,206,0
25257,27,31,Minnesota,Cook County,5,237,180,8
25258,27,31,Minnesota,Cook County,6,248,210,7
25259,27,31,Minnesota,Cook County,7,283,238,4
25260,27,31,Minnesota,Cook County,8,267,227,1
25261,27,31,Minnesota,Cook County,9,252,221,7
25262,27,31,Minnesota,Cook County,10,314,265,1
25263,27,31,Minnesota,Cook County,11,348,314,0
25264,27,31,Minnesota,Cook County,12,512,461,0
25265,27,31,Minnesota,Cook County,13,549,503,4
25266,27,31,Minnesota,Cook County,14,519,468,1
25267,27,31,Minnesota,Cook County,15,365,343,0
25268,27,31,Minnesota,Cook County,16,206,195,2
25269,27,31,Minnesota,Cook County,17,144,134,0
25270,27,31,Minnesota,Cook County,18,146,136,0
25276,27,33,Minnesota,Cottonwood County,5,633,574,12
25277,27,33,Minnesota,Cottonwood County,6,513,462,7
25278,27,33,Minnesota,Cottonwood County,7,573,521,5
25279,27,33,Minnesota,Cottonwood County,8,603,563,2
25280,27,33,Minnesota,Cottonwood County,9,557,527,2
25281,27,33,Minnesota,Cottonwood County,10,641,591,14
25282,27,33,Minnesota,Cottonwood County,11,708,650,9
25283,27,33,Minnesota,Cottonwood County,12,811,767,6
25284,27,33,Minnesota,Cottonwood County,13,811,775,5
25285,27,33,Minnesota,Cottonwood County,14,691,671,4
25286,27,33,Minnesota,Cottonwood County,15,583,569,2
25287,27,33,Minnesota,Cottonwood County,16,449,442,0
25288,27,33,Minnesota,Cottonwood County,17,388,383,0
25289,27,33,Minnesota,Cottonwood County,18,521,513,2
25295,27,35,Minnesota,Crow Wing County,5,3309,3089,37
25296,27,35,Minnesota,Crow Wing County,6,3437,3235,48
25297,27,35,Minnesota,Crow Wing County,7,3692,3514,64
25298,27,35,Minnesota,Crow Wing County,8,3731,3582,33
25299,27,35,Minnesota,Crow Wing County,9,3101,2985,31
25300,27,35,Minnesota,Crow Wing County,10,3584,3472,19
25301,27,35,Minnesota,Crow Wing County,11,4399,4303,17
25302,27,35,Minnesota,Crow Wing County,12,4897,4806,29
25303,27,35,Minnesota,Crow Wing County,13,4739,4660,6
25304,27,35,Minnesota,Crow Wing County,14,4566,4497,15
25305,27,35,Minnesota,Crow Wing County,15,3452,3413,8
25306,27,35,Minnesota,Crow Wing County,16,2567,2542,3
25307,27,35,Minnesota,Crow Wing County,17,1609,1594,2
25308,27,35,Minnesota,Crow Wing County,18,1716,1704,3
25314,27,37,Minnesota,Dakota County,5,24764,20407,1921
25315,27,37,Minnesota,Dakota County,6,25195,20385,2135
25316,27,37,Minnesota,Dakota County,7,28988,23953,2170
25317,27,37,Minnesota,Dakota County,8,28734,23825,2081
25318,27,37,Minnesota,Dakota County,9,25823,21458,1874
25319,27,37,Minnesota,Dakota County,10,28926,25274,1591
25320,27,37,Minnesota,Dakota County,11,31510,28670,1320
25321,27,37,Minnesota,Dakota County,12,31299,28880,1137
25322,27,37,Minnesota,Dakota County,13,25033,23204,815
25323,27,37,Minnesota,Dakota County,14,19841,18552,565
25324,27,37,Minnesota,Dakota County,15,13041,12277,257
25325,27,37,Minnesota,Dakota County,16,8899,8437,176
25326,27,37,Minnesota,Dakota County,17,6222,5963,97
25327,27,37,Minnesota,Dakota County,18,7045,6842,76
25333,27,39,Minnesota,Dodge County,5,1119,1069,3
25334,27,39,Minnesota,Dodge County,6,1057,1017,8
25335,27,39,Minnesota,Dodge County,7,1317,1270,15
25336,27,39,Minnesota,Dodge County,8,1355,1299,16
25337,27,39,Minnesota,Dodge County,9,1355,1296,10
25338,27,39,Minnesota,Dodge County,10,1392,1359,3
25339,27,39,Minnesota,Dodge County,11,1454,1428,7
25340,27,39,Minnesota,Dodge County,12,1472,1454,4
25341,27,39,Minnesota,Dodge County,13,1192,1182,1
25342,27,39,Minnesota,Dodge County,14,910,900,4
25343,27,39,Minnesota,Dodge County,15,656,655,0
25344,27,39,Minnesota,Dodge County,16,486,482,0
25345,27,39,Minnesota,Dodge County,17,356,353,0
25346,27,39,Minnesota,Dodge County,18,413,411,0
25352,27,41,Minnesota,Douglas County,5,1967,1876,20
25353,27,41,Minnesota,Douglas County,6,2180,2115,21
25354,27,41,Minnesota,Douglas County,7,2225,2176,18
25355,27,41,Minnesota,Douglas County,8,2149,2103,15
25356,27,41,Minnesota,Douglas County,9,1861,1798,10
25357,27,41,Minnesota,Douglas County,10,2054,2012,6
25358,27,41,Minnesota,Douglas County,11,2411,2369,9
25359,27,41,Minnesota,Douglas County,12,2832,2791,9
25360,27,41,Minnesota,Douglas County,13,2723,2703,2
25361,27,41,Minnesota,Douglas County,14,2502,2476,1
25362,27,41,Minnesota,Douglas County,15,2018,2002,1
25363,27,41,Minnesota,Douglas County,16,1573,1556,3
25364,27,41,Minnesota,Douglas County,17,1034,1029,0
25365,27,41,Minnesota,Douglas County,18,1246,1241,2
25371,27,43,Minnesota,Faribault County,5,673,648,8
25372,27,43,Minnesota,Faribault County,6,630,604,6
25373,27,43,Minnesota,Faribault County,7,734,710,3
25374,27,43,Minnesota,Faribault County,8,816,800,3
25375,27,43,Minnesota,Faribault County,9,676,659,3
25376,27,43,Minnesota,Faribault County,10,716,702,2
25377,27,43,Minnesota,Faribault County,11,942,931,1
25378,27,43,Minnesota,Faribault County,12,1130,1114,6
25379,27,43,Minnesota,Faribault County,13,1087,1076,5
25380,27,43,Minnesota,Faribault County,14,858,847,3
25381,27,43,Minnesota,Faribault County,15,700,696,1
25382,27,43,Minnesota,Faribault County,16,557,554,0
25383,27,43,Minnesota,Faribault County,17,469,465,1
25384,27,43,Minnesota,Faribault County,18,591,585,3
25390,27,45,Minnesota,Fillmore County,5,1109,1057,12
25391,27,45,Minnesota,Fillmore County,6,926,907,4
25392,27,45,Minnesota,Fillmore County,7,1149,1127,3
25393,27,45,Minnesota,Fillmore County,8,1195,1174,7
25394,27,45,Minnesota,Fillmore County,9,1095,1068,12
25395,27,45,Minnesota,Fillmore County,10,1166,1146,6
25396,27,45,Minnesota,Fillmore County,11,1419,1397,9
25397,27,45,Minnesota,Fillmore County,12,1548,1531,7
25398,27,45,Minnesota,Fillmore County,13,1509,1494,3
25399,27,45,Minnesota,Fillmore County,14,1278,1272,0
25400,27,45,Minnesota,Fillmore County,15,969,960,3
25401,27,45,Minnesota,Fillmore County,16,772,766,0
25402,27,45,Minnesota,Fillmore County,17,608,606,0
25403,27,45,Minnesota,Fillmore County,18,773,766,0
25409,27,47,Minnesota,Freeborn County,5,1527,1413,32
25410,27,47,Minnesota,Freeborn County,6,1592,1441,33
25411,27,47,Minnesota,Freeborn County,7,1781,1648,44
25412,27,47,Minnesota,Freeborn County,8,1653,1547,47
25413,27,47,Minnesota,Freeborn County,9,1595,1495,32
25414,27,47,Minnesota,Freeborn County,10,1674,1593,20
25415,27,47,Minnesota,Freeborn County,11,2131,2067,20
25416,27,47,Minnesota,Freeborn County,12,2430,2376,9
25417,27,47,Minnesota,Freeborn County,13,2191,2155,10
25418,27,47,Minnesota,Freeborn County,14,1888,1866,6
25419,27,47,Minnesota,Freeborn County,15,1517,1498,1
25420,27,47,Minnesota,Freeborn County,16,1257,1245,2
25421,27,47,Minnesota,Freeborn County,17,951,946,1
25422,27,47,Minnesota,Freeborn County,18,1062,1052,6
25428,27,49,Minnesota,Goodhue County,5,2420,2256,47
25429,27,49,Minnesota,Goodhue County,6,2327,2167,48
25430,27,49,Minnesota,Goodhue County,7,2746,2600,38
25431,27,49,Minnesota,Goodhue County,8,2733,2594,31
25432,27,49,Minnesota,Goodhue County,9,2569,2427,44
25433,27,49,Minnesota,Goodhue County,10,2800,2694,30
25434,27,49,Minnesota,Goodhue County,11,3475,3358,30
25435,27,49,Minnesota,Goodhue County,12,3736,3647,26
25436,27,49,Minnesota,Goodhue County,13,3341,3269,28
25437,27,49,Minnesota,Goodhue County,14,2789,2747,5
25438,27,49,Minnesota,Goodhue County,15,2080,2051,4
25439,27,49,Minnesota,Goodhue County,16,1583,1559,4
25440,27,49,Minnesota,Goodhue County,17,1152,1137,0
25441,27,49,Minnesota,Goodhue County,18,1447,1435,0
25447,27,51,Minnesota,Grant County,5,267,252,4
25448,27,51,Minnesota,Grant County,6,275,261,4
25449,27,51,Minnesota,Grant County,7,360,346,2
25450,27,51,Minnesota,Grant County,8,335,327,3
25451,27,51,Minnesota,Grant County,9,310,302,1
25452,27,51,Minnesota,Grant County,10,304,291,5
25453,27,51,Minnesota,Grant County,11,377,370,0
25454,27,51,Minnesota,Grant County,12,461,453,1
25455,27,51,Minnesota,Grant County,13,415,409,2
25456,27,51,Minnesota,Grant County,14,422,422,0
25457,27,51,Minnesota,Grant County,15,303,300,1
25458,27,51,Minnesota,Grant County,16,246,243,0
25459,27,51,Minnesota,Grant County,17,169,168,0
25460,27,51,Minnesota,Grant County,18,253,250,0
25466,27,53,Minnesota,Hennepin County,5,79015,54119,12808
25467,27,53,Minnesota,Hennepin County,6,106638,75746,14832
25468,27,53,Minnesota,Hennepin County,7,103732,76007,13428
25469,27,53,Minnesota,Hennepin County,8,88731,65906,11538
25470,27,53,Minnesota,Hennepin County,9,73138,54136,9802
25471,27,53,Minnesota,Hennepin County,10,78256,61355,9437
25472,27,53,Minnesota,Hennepin County,11,81658,67506,8438
25473,27,53,Minnesota,Hennepin County,12,84179,71790,7400
