FIPS,statecode,countycode,State,County,AGEGRP,TOT_POP,White,Black
6,1,1,Alabama,Autauga County,5,3294,2385,777
7,1,1,Alabama,Autauga County,6,3563,2669,778
8,1,1,Alabama,Autauga County,7,3463,2626,715
9,1,1,Alabama,Autauga County,8,3569,2666,764
10,1,1,Alabama,Autauga County,9,3808,2852,824
11,1,1,Alabama,Autauga County,10,3945,3132,695
12,1,1,Alabama,Autauga County,11,3971,3191,682
13,1,1,Alabama,Autauga County,12,3771,3032,665
14,1,1,Alabama,Autauga County,13,3080,2433,576
15,1,1,Alabama,Autauga County,14,2663,2201,405
16,1,1,Alabama,Autauga County,15,2132,1796,300
17,1,1,Alabama,Autauga County,16,1590,1347,201
18,1,1,Alabama,Autauga County,17,1050,909,120
19,1,1,Alabama,Autauga County,18,727,626,87
25,1,3,Alabama,Baldwin County,5,11105,8877,1566
26,1,3,Alabama,Baldwin County,6,11985,10109,1470
27,1,3,Alabama,Baldwin County,7,11810,10114,1306
28,1,3,Alabama,Baldwin County,8,12536,10754,1271
29,1,3,Alabama,Baldwin County,9,12678,11135,1129
30,1,3,Alabama,Baldwin County,10,13764,12215,1120
31,1,3,Alabama,Baldwin County,11,14448,12799,1251
32,1,3,Alabama,Baldwin County,12,15020,13313,1339
33,1,3,Alabama,Baldwin County,13,14386,13027,1043
34,1,3,Alabama,Baldwin County,14,14118,13060,815
35,1,3,Alabama,Baldwin County,15,10765,10037,511
36,1,3,Alabama,Baldwin County,16,7411,6956,360
37,1,3,Alabama,Baldwin County,17,4694,4435,186
38,1,3,Alabama,Baldwin County,18,4116,3862,219
44,1,5,Alabama,Barbour County,5,1664,631,985
45,1,5,Alabama,Barbour County,6,1853,756,1056
46,1,5,Alabama,Barbour County,7,1841,784,996
47,1,5,Alabama,Barbour County,8,1617,738,836
48,1,5,Alabama,Barbour County,9,1603,833,746
49,1,5,Alabama,Barbour County,10,1658,839,786
50,1,5,Alabama,Barbour County,11,1784,933,816
51,1,5,Alabama,Barbour County,12,1646,895,715
52,1,5,Alabama,Barbour County,13,1646,940,682
53,1,5,Alabama,Barbour County,14,1608,955,622
54,1,5,Alabama,Barbour County,15,1220,818,390
55,1,5,Alabama,Barbour County,16,820,570,245
56,1,5,Alabama,Barbour County,17,567,388,175
57,1,5,Alabama,Barbour County,18,463,304,147
63,1,7,Alabama,Bibb County,5,1382,931,427
64,1,7,Alabama,Bibb County,6,1758,1173,555
65,1,7,Alabama,Bibb County,7,1629,1106,504
66,1,7,Alabama,Bibb County,8,1520,1095,407
67,1,7,Alabama,Bibb County,9,1542,1185,344
68,1,7,Alabama,Bibb County,10,1662,1269,362
69,1,7,Alabama,Bibb County,11,1705,1324,360
70,1,7,Alabama,Bibb County,12,1476,1194,261
71,1,7,Alabama,Bibb County,13,1335,1083,231
72,1,7,Alabama,Bibb County,14,1219,1041,167
73,1,7,Alabama,Bibb County,15,868,761,98
74,1,7,Alabama,Bibb County,16,674,593,71
75,1,7,Alabama,Bibb County,17,411,345,61
76,1,7,Alabama,Bibb County,18,322,257,57
82,1,9,Alabama,Blount County,5,3231,3090,53
83,1,9,Alabama,Blount County,6,3425,3294,64
84,1,9,Alabama,Blount County,7,3323,3207,55
85,1,9,Alabama,Blount County,8,3542,3401,65
86,1,9,Alabama,Blount County,9,3636,3514,53
87,1,9,Alabama,Blount County,10,4009,3878,64
88,1,9,Alabama,Blount County,11,4003,3871,51
89,1,9,Alabama,Blount County,12,3873,3748,50
90,1,9,Alabama,Blount County,13,3677,3550,56
91,1,9,Alabama,Blount County,14,3517,3398,53
92,1,9,Alabama,Blount County,15,2734,2651,36
93,1,9,Alabama,Blount County,16,1900,1848,19
94,1,9,Alabama,Blount County,17,1259,1222,17
95,1,9,Alabama,Blount County,18,969,938,16
101,1,11,Alabama,Bullock County,5,658,117,529
102,1,11,Alabama,Bullock County,6,737,161,544
103,1,11,Alabama,Bullock County,7,780,207,533
104,1,11,Alabama,Bullock County,8,663,182,444
105,1,11,Alabama,Bullock County,9,669,234,422
106,1,11,Alabama,Bullock County,10,646,207,428
107,1,11,Alabama,Bullock County,11,710,159,542
108,1,11,Alabama,Bullock County,12,737,191,535
109,1,11,Alabama,Bullock County,13,650,193,452
110,1,11,Alabama,Bullock County,14,563,162,389
111,1,11,Alabama,Bullock County,15,401,152,241
112,1,11,Alabama,Bullock County,16,312,123,189
113,1,11,Alabama,Bullock County,17,211,92,118
114,1,11,Alabama,Bullock County,18,197,59,137
120,1,13,Alabama,Butler County,5,1174,509,637
121,1,13,Alabama,Butler County,6,1175,546,600
122,1,13,Alabama,Butler County,7,1150,537,585
123,1,13,Alabama,Butler County,8,1221,569,604
124,1,13,Alabama,Butler County,9,1101,582,498
125,1,13,Alabama,Butler County,10,1169,645,502
126,1,13,Alabama,Butler County,11,1243,699,519
127,1,13,Alabama,Butler County,12,1401,843,523
128,1,13,Alabama,Butler County,13,1415,861,531
129,1,13,Alabama,Butler County,14,1213,762,439
130,1,13,Alabama,Butler County,15,888,609,264
131,1,13,Alabama,Butler County,16,657,451,195
132,1,13,Alabama,Butler County,17,480,340,132
133,1,13,Alabama,Butler County,18,566,387,178
139,1,15,Alabama,Calhoun County,5,7355,5009,2123
140,1,15,Alabama,Calhoun County,6,8213,6014,1966
141,1,15,Alabama,Calhoun County,7,6953,5170,1552
142,1,15,Alabama,Calhoun County,8,7057,5263,1528
143,1,15,Alabama,Calhoun County,9,6718,5136,1397
144,1,15,Alabama,Calhoun County,10,7245,5653,1415
145,1,15,Alabama,Calhoun County,11,7718,6077,1429
146,1,15,Alabama,Calhoun County,12,8225,6359,1625
147,1,15,Alabama,Calhoun County,13,7722,6069,1465
148,1,15,Alabama,Calhoun County,14,6789,5622,1008
149,1,15,Alabama,Calhoun County,15,4731,4033,589
150,1,15,Alabama,Calhoun County,16,3365,2921,376
151,1,15,Alabama,Calhoun County,17,2369,2026,287
152,1,15,Alabama,Calhoun County,18,2093,1792,279
158,1,17,Alabama,Chambers County,5,2134,1056,997
159,1,17,Alabama,Chambers County,6,2171,1148,956
160,1,17,Alabama,Chambers County,7,1877,982,810
161,1,17,Alabama,Chambers County,8,1864,992,807
162,1,17,Alabama,Chambers County,9,2008,1141,834
163,1,17,Alabama,Chambers County,10,2184,1320,815
164,1,17,Alabama,Chambers County,11,2409,1373,985
165,1,17,Alabama,Chambers County,12,2534,1495,988
166,1,17,Alabama,Chambers County,13,2340,1432,869
167,1,17,Alabama,Chambers County,14,2169,1467,683
168,1,17,Alabama,Chambers County,15,1633,1149,459
169,1,17,Alabama,Chambers County,16,1118,795,311
170,1,17,Alabama,Chambers County,17,796,597,188
171,1,17,Alabama,Chambers County,18,739,527,202
177,1,19,Alabama,Cherokee County,5,1316,1201,73
178,1,19,Alabama,Cherokee County,6,1435,1347,62
179,1,19,Alabama,Cherokee County,7,1172,1082,47
180,1,19,Alabama,Cherokee County,8,1343,1272,56
181,1,19,Alabama,Cherokee County,9,1566,1488,56
182,1,19,Alabama,Cherokee County,10,1741,1637,63
183,1,19,Alabama,Cherokee County,11,1906,1783,88
184,1,19,Alabama,Cherokee County,12,2040,1909,97
185,1,19,Alabama,Cherokee County,13,1947,1805,91
186,1,19,Alabama,Cherokee County,14,2019,1883,98
187,1,19,Alabama,Cherokee County,15,1532,1447,53
188,1,19,Alabama,Cherokee County,16,1039,988,30
189,1,19,Alabama,Cherokee County,17,624,596,19
190,1,19,Alabama,Cherokee County,18,450,432,10
196,1,21,Alabama,Chilton County,5,2594,2142,383
197,1,21,Alabama,Chilton County,6,2767,2379,319
198,1,21,Alabama,Chilton County,7,2632,2283,278
199,1,21,Alabama,Chilton County,8,2894,2507,323
200,1,21,Alabama,Chilton County,9,2743,2418,261
201,1,21,Alabama,Chilton County,10,2910,2574,282
202,1,21,Alabama,Chilton County,11,2968,2663,259
203,1,21,Alabama,Chilton County,12,3113,2739,319
204,1,21,Alabama,Chilton County,13,2798,2478,283
205,1,21,Alabama,Chilton County,14,2432,2196,204
206,1,21,Alabama,Chilton County,15,1845,1698,129
207,1,21,Alabama,Chilton County,16,1249,1152,82
208,1,21,Alabama,Chilton County,17,820,755,55
209,1,21,Alabama,Chilton County,18,709,649,54
215,1,23,Alabama,Choctaw County,5,719,372,341
216,1,23,Alabama,Choctaw County,6,664,362,299
217,1,23,Alabama,Choctaw County,7,641,358,271
218,1,23,Alabama,Choctaw County,8,687,401,278
219,1,23,Alabama,Choctaw County,9,762,461,295
220,1,23,Alabama,Choctaw County,10,821,494,321
221,1,23,Alabama,Choctaw County,11,969,512,454
222,1,23,Alabama,Choctaw County,12,1044,557,479
223,1,23,Alabama,Choctaw County,13,933,493,434
224,1,23,Alabama,Choctaw County,14,892,529,358
225,1,23,Alabama,Choctaw County,15,754,484,263
226,1,23,Alabama,Choctaw County,16,520,349,166
227,1,23,Alabama,Choctaw County,17,354,252,98
228,1,23,Alabama,Choctaw County,18,315,213,100
234,1,25,Alabama,Clarke County,5,1578,708,837
235,1,25,Alabama,Clarke County,6,1347,683,646
236,1,25,Alabama,Clarke County,7,1221,629,555
237,1,25,Alabama,Clarke County,8,1508,742,732
238,1,25,Alabama,Clarke County,9,1406,708,681
239,1,25,Alabama,Clarke County,10,1583,839,726
240,1,25,Alabama,Clarke County,11,1767,967,781
241,1,25,Alabama,Clarke County,12,1811,975,815
242,1,25,Alabama,Clarke County,13,1597,897,681
243,1,25,Alabama,Clarke County,14,1444,938,484
244,1,25,Alabama,Clarke County,15,1157,790,354
245,1,25,Alabama,Clarke County,16,916,649,252
246,1,25,Alabama,Clarke County,17,592,441,145
247,1,25,Alabama,Clarke County,18,532,342,182
253,1,27,Alabama,Clay County,5,773,605,146
254,1,27,Alabama,Clay County,6,759,635,113
255,1,27,Alabama,Clay County,7,700,574,103
256,1,27,Alabama,Clay County,8,767,622,128
257,1,27,Alabama,Clay County,9,800,686,105
258,1,27,Alabama,Clay County,10,896,763,121
259,1,27,Alabama,Clay County,11,1014,826,173
260,1,27,Alabama,Clay County,12,995,843,136
261,1,27,Alabama,Clay County,13,883,754,111
262,1,27,Alabama,Clay County,14,925,801,102
263,1,27,Alabama,Clay County,15,696,605,77
264,1,27,Alabama,Clay County,16,529,472,48
265,1,27,Alabama,Clay County,17,340,307,29
266,1,27,Alabama,Clay County,18,298,266,28
272,1,29,Alabama,Cleburne County,5,793,757,24
273,1,29,Alabama,Cleburne County,6,854,810,31
274,1,29,Alabama,Cleburne County,7,842,799,26
275,1,29,Alabama,Cleburne County,8,810,769,29
276,1,29,Alabama,Cleburne County,9,969,932,21
277,1,29,Alabama,Cleburne County,10,1008,973,21
278,1,29,Alabama,Cleburne County,11,1049,987,50
279,1,29,Alabama,Cleburne County,12,1045,995,33
280,1,29,Alabama,Cleburne County,13,1001,957,33
281,1,29,Alabama,Cleburne County,14,940,897,30
282,1,29,Alabama,Cleburne County,15,723,699,13
283,1,29,Alabama,Cleburne County,16,521,504,13
284,1,29,Alabama,Cleburne County,17,306,285,18
285,1,29,Alabama,Cleburne County,18,318,304,11
291,1,31,Alabama,Coffee County,5,3012,2129,678
292,1,31,Alabama,Coffee County,6,3218,2415,609
293,1,31,Alabama,Coffee County,7,3255,2453,588
294,1,31,Alabama,Coffee County,8,3255,2441,633
295,1,31,Alabama,Coffee County,9,3449,2609,625
296,1,31,Alabama,Coffee County,10,3494,2728,595
297,1,31,Alabama,Coffee County,11,3374,2632,576
298,1,31,Alabama,Coffee County,12,3381,2563,667
299,1,31,Alabama,Coffee County,13,3039,2406,480
300,1,31,Alabama,Coffee County,14,2877,2261,490
301,1,31,Alabama,Coffee County,15,2076,1734,250
302,1,31,Alabama,Coffee County,16,1481,1272,162
303,1,31,Alabama,Coffee County,17,1082,923,127
304,1,31,Alabama,Coffee County,18,893,784,91
310,1,33,Alabama,Colbert County,5,3066,2332,616
311,1,33,Alabama,Colbert County,6,3521,2813,607
312,1,33,Alabama,Colbert County,7,3148,2550,495
313,1,33,Alabama,Colbert County,8,3114,2474,558
314,1,33,Alabama,Colbert County,9,3211,2620,516
315,1,33,Alabama,Colbert County,10,3596,2968,542
316,1,33,Alabama,Colbert County,11,3895,3241,591
317,1,33,Alabama,Colbert County,12,3950,3218,643
318,1,33,Alabama,Colbert County,13,3650,3001,577
319,1,33,Alabama,Colbert County,14,3443,2836,542
320,1,33,Alabama,Colbert County,15,2483,2110,335
321,1,33,Alabama,Colbert County,16,1903,1638,230
322,1,33,Alabama,Colbert County,17,1343,1155,165
323,1,33,Alabama,Colbert County,18,1246,1072,157
329,1,35,Alabama,Conecuh County,5,740,294,424
330,1,35,Alabama,Conecuh County,6,706,338,361
331,1,35,Alabama,Conecuh County,7,603,272,316
332,1,35,Alabama,Conecuh County,8,658,317,329
333,1,35,Alabama,Conecuh County,9,684,348,326
334,1,35,Alabama,Conecuh County,10,737,373,352
335,1,35,Alabama,Conecuh County,11,853,467,373
336,1,35,Alabama,Conecuh County,12,969,511,446
337,1,35,Alabama,Conecuh County,13,903,528,362
338,1,35,Alabama,Conecuh County,14,847,490,344
339,1,35,Alabama,Conecuh County,15,698,455,236
340,1,35,Alabama,Conecuh County,16,497,350,141
341,1,35,Alabama,Conecuh County,17,321,214,100
342,1,35,Alabama,Conecuh County,18,298,205,90
348,1,37,Alabama,Coosa County,5,591,359,223
349,1,37,Alabama,Coosa County,6,532,328,198
350,1,37,Alabama,Coosa County,7,538,324,189
351,1,37,Alabama,Coosa County,8,526,355,159
352,1,37,Alabama,Coosa County,9,662,449,198
353,1,37,Alabama,Coosa County,10,809,507,283
354,1,37,Alabama,Coosa County,11,856,544,296
355,1,37,Alabama,Coosa County,12,953,659,278
356,1,37,Alabama,Coosa County,13,939,669,257
357,1,37,Alabama,Coosa County,14,794,601,178
358,1,37,Alabama,Coosa County,15,544,428,112
359,1,37,Alabama,Coosa County,16,352,266,83
360,1,37,Alabama,Coosa County,17,228,175,50
361,1,37,Alabama,Coosa County,18,191,131,58
367,1,39,Alabama,Covington County,5,1982,1571,359
368,1,39,Alabama,Covington County,6,2278,1858,367
369,1,39,Alabama,Covington County,7,2090,1756,288
370,1,39,Alabama,Covington County,8,2106,1806,249
371,1,39,Alabama,Covington County,9,2113,1772,297
372,1,39,Alabama,Covington County,10,2253,1903,284
373,1,39,Alabama,Covington County,11,2612,2243,312
374,1,39,Alabama,Covington County,12,2836,2474,295
375,1,39,Alabama,Covington County,13,2580,2235,296
376,1,39,Alabama,Covington County,14,2375,2105,229
377,1,39,Alabama,Covington County,15,1865,1691,140
378,1,39,Alabama,Covington County,16,1373,1224,128
379,1,39,Alabama,Covington County,17,1042,962,68
380,1,39,Alabama,Covington County,18,972,898,64
386,1,41,Alabama,Crenshaw County,5,807,534,241
387,1,41,Alabama,Crenshaw County,6,820,574,212
388,1,41,Alabama,Crenshaw County,7,780,543,187
389,1,41,Alabama,Crenshaw County,8,792,550,195
390,1,41,Alabama,Crenshaw County,9,840,611,203
391,1,41,Alabama,Crenshaw County,10,862,634,198
392,1,41,Alabama,Crenshaw County,11,984,723,236
393,1,41,Alabama,Crenshaw County,12,1020,740,257
394,1,41,Alabama,Crenshaw County,13,929,696,206
395,1,41,Alabama,Crenshaw County,14,917,721,175
396,1,41,Alabama,Crenshaw County,15,632,506,116
397,1,41,Alabama,Crenshaw County,16,441,341,97
398,1,41,Alabama,Crenshaw County,17,282,224,54
399,1,41,Alabama,Crenshaw County,18,315,262,51
405,1,43,Alabama,Cullman County,5,4589,4370,97
406,1,43,Alabama,Cullman County,6,5489,5276,77
407,1,43,Alabama,Cullman County,7,4934,4747,65
408,1,43,Alabama,Cullman County,8,4940,4751,71
409,1,43,Alabama,Cullman County,9,5114,4915,71
410,1,43,Alabama,Cullman County,10,5237,5103,48
411,1,43,Alabama,Cullman County,11,5783,5621,51
412,1,43,Alabama,Cullman County,12,5770,5568,60
413,1,43,Alabama,Cullman County,13,5304,5126,66
414,1,43,Alabama,Cullman County,14,5099,4956,49
415,1,43,Alabama,Cullman County,15,3836,3751,26
416,1,43,Alabama,Cullman County,16,2858,2784,19
417,1,43,Alabama,Cullman County,17,1806,1762,16
418,1,43,Alabama,Cullman County,18,1445,1415,11
424,1,45,Alabama,Dale County,5,3255,2269,800
425,1,45,Alabama,Dale County,6,3653,2661,829
426,1,45,Alabama,Dale County,7,3392,2592,646
427,1,45,Alabama,Dale County,8,3028,2232,659
428,1,45,Alabama,Dale County,9,2865,2123,623
429,1,45,Alabama,Dale County,10,2999,2281,604
430,1,45,Alabama,Dale County,11,3176,2419,628
431,1,45,Alabama,Dale County,12,3433,2609,689
432,1,45,Alabama,Dale County,13,2992,2304,577
433,1,45,Alabama,Dale County,14,2621,2092,425
434,1,45,Alabama,Dale County,15,1994,1682,245
435,1,45,Alabama,Dale County,16,1474,1268,155
436,1,45,Alabama,Dale County,17,1024,884,105
437,1,45,Alabama,Dale County,18,846,730,98
443,1,47,Alabama,Dallas County,5,2596,520,2035
444,1,47,Alabama,Dallas County,6,2452,541,1880
445,1,47,Alabama,Dallas County,7,2234,554,1642
446,1,47,Alabama,Dallas County,8,2265,524,1703
447,1,47,Alabama,Dallas County,9,2181,557,1584
448,1,47,Alabama,Dallas County,10,2185,643,1509
449,1,47,Alabama,Dallas County,11,2724,830,1864
450,1,47,Alabama,Dallas County,12,2992,929,2033
451,1,47,Alabama,Dallas County,13,2721,999,1682
452,1,47,Alabama,Dallas County,14,2331,992,1320
453,1,47,Alabama,Dallas County,15,1667,742,914
454,1,47,Alabama,Dallas County,16,1192,529,652
455,1,47,Alabama,Dallas County,17,793,397,388
456,1,47,Alabama,Dallas County,18,750,375,358
462,1,49,Alabama,DeKalb County,5,4176,3829,76
463,1,49,Alabama,DeKalb County,6,4400,4058,90
464,1,49,Alabama,DeKalb County,7,4082,3718,77
465,1,49,Alabama,DeKalb County,8,4536,4173,92
466,1,49,Alabama,DeKalb County,9,4526,4168,88
467,1,49,Alabama,DeKalb County,10,4778,4428,102
468,1,49,Alabama,DeKalb County,11,4770,4474,68
469,1,49,Alabama,DeKalb County,12,4737,4468,76
470,1,49,Alabama,DeKalb County,13,4349,4127,66
471,1,49,Alabama,DeKalb County,14,4126,3933,63
472,1,49,Alabama,DeKalb County,15,2984,2860,47
473,1,49,Alabama,DeKalb County,16,2043,1970,24
474,1,49,Alabama,DeKalb County,17,1350,1299,21
475,1,49,Alabama,DeKalb County,18,1135,1082,17
481,1,51,Alabama,Elmore County,5,5306,3435,1726
482,1,51,Alabama,Elmore County,6,6006,4233,1595
483,1,51,Alabama,Elmore County,7,5373,3831,1405
484,1,51,Alabama,Elmore County,8,5385,3873,1332
485,1,51,Alabama,Elmore County,9,5534,4150,1241
486,1,51,Alabama,Elmore County,10,5596,4272,1205
487,1,51,Alabama,Elmore County,11,5798,4584,1097
488,1,51,Alabama,Elmore County,12,5568,4479,975
489,1,51,Alabama,Elmore County,13,4848,4011,727
490,1,51,Alabama,Elmore County,14,4225,3634,499
491,1,51,Alabama,Elmore County,15,3234,2864,312
492,1,51,Alabama,Elmore County,16,2119,1854,218
493,1,51,Alabama,Elmore County,17,1343,1174,146
494,1,51,Alabama,Elmore County,18,1191,1041,139
500,1,53,Alabama,Escambia County,5,2276,1182,924
501,1,53,Alabama,Escambia County,6,2598,1433,1012
502,1,53,Alabama,Escambia County,7,2448,1319,1005
503,1,53,Alabama,Escambia County,8,2413,1378,947
504,1,53,Alabama,Escambia County,9,2480,1533,822
505,1,53,Alabama,Escambia County,10,2436,1538,763
506,1,53,Alabama,Escambia County,11,2533,1633,778
507,1,53,Alabama,Escambia County,12,2596,1718,752
508,1,53,Alabama,Escambia County,13,2289,1536,632
509,1,53,Alabama,Escambia County,14,2122,1561,465
510,1,53,Alabama,Escambia County,15,1666,1227,379
511,1,53,Alabama,Escambia County,16,1252,948,263
512,1,53,Alabama,Escambia County,17,786,571,183
513,1,53,Alabama,Escambia County,18,659,528,118
519,1,55,Alabama,Etowah County,5,6176,4579,1368
520,1,55,Alabama,Etowah County,6,6458,5067,1186
521,1,55,Alabama,Etowah County,7,5811,4628,999
522,1,55,Alabama,Etowah County,8,6150,4885,1018
523,1,55,Alabama,Etowah County,9,6534,5292,1010
524,1,55,Alabama,Etowah County,10,7042,5762,1079
525,1,55,Alabama,Etowah County,11,6902,5754,965
526,1,55,Alabama,Etowah County,12,7345,6090,1098
527,1,55,Alabama,Etowah County,13,6894,5745,987
528,1,55,Alabama,Etowah County,14,6715,5774,819
529,1,55,Alabama,Etowah County,15,4448,3985,392
530,1,55,Alabama,Etowah County,16,3295,2971,268
531,1,55,Alabama,Etowah County,17,2179,1934,212
532,1,55,Alabama,Etowah County,18,1979,1780,175
538,1,57,Alabama,Fayette County,5,969,807,143
539,1,57,Alabama,Fayette County,6,912,798,101
540,1,57,Alabama,Fayette County,7,916,797,107
541,1,57,Alabama,Fayette County,8,890,772,112
542,1,57,Alabama,Fayette County,9,948,841,98
543,1,57,Alabama,Fayette County,10,1080,941,122
544,1,57,Alabama,Fayette County,11,1165,1002,153
545,1,57,Alabama,Fayette County,12,1223,1054,151
546,1,57,Alabama,Fayette County,13,1147,995,137
547,1,57,Alabama,Fayette County,14,1132,984,130
548,1,57,Alabama,Fayette County,15,845,745,86
549,1,57,Alabama,Fayette County,16,696,628,58
550,1,57,Alabama,Fayette County,17,410,371,34
551,1,57,Alabama,Fayette County,18,330,280,40
557,1,59,Alabama,Franklin County,5,1931,1673,184
558,1,59,Alabama,Franklin County,6,2081,1842,162
559,1,59,Alabama,Franklin County,7,1891,1723,68
560,1,59,Alabama,Franklin County,8,1978,1793,82
561,1,59,Alabama,Franklin County,9,2112,1930,106
562,1,59,Alabama,Franklin County,10,2070,1904,107
563,1,59,Alabama,Franklin County,11,2106,1956,90
564,1,59,Alabama,Franklin County,12,2015,1884,86
565,1,59,Alabama,Franklin County,13,1871,1739,86
566,1,59,Alabama,Franklin County,14,1711,1595,85
567,1,59,Alabama,Franklin County,15,1272,1200,48
568,1,59,Alabama,Franklin County,16,991,949,30
569,1,59,Alabama,Franklin County,17,677,636,29
570,1,59,Alabama,Franklin County,18,508,476,24
576,1,61,Alabama,Geneva County,5,1382,1145,183
577,1,61,Alabama,Geneva County,6,1568,1366,157
578,1,61,Alabama,Geneva County,7,1435,1282,114
579,1,61,Alabama,Geneva County,8,1505,1301,156
580,1,61,Alabama,Geneva County,9,1583,1358,183
581,1,61,Alabama,Geneva County,10,1765,1575,138
582,1,61,Alabama,Geneva County,11,1914,1675,194
583,1,61,Alabama,Geneva County,12,1892,1648,188
584,1,61,Alabama,Geneva County,13,1896,1690,168
585,1,61,Alabama,Geneva County,14,1759,1575,136
586,1,61,Alabama,Geneva County,15,1319,1190,102
587,1,61,Alabama,Geneva County,16,964,862,75
588,1,61,Alabama,Geneva County,17,681,626,50
589,1,61,Alabama,Geneva County,18,555,516,33
595,1,63,Alabama,Greene County,5,529,56,468
596,1,63,Alabama,Greene County,6,531,75,449
597,1,63,Alabama,Greene County,7,431,59,366
598,1,63,Alabama,Greene County,8,425,59,362
599,1,63,Alabama,Greene County,9,417,74,337
600,1,63,Alabama,Greene County,10,439,92,337
601,1,63,Alabama,Greene County,11,550,94,451
602,1,63,Alabama,Greene County,12,650,153,490
603,1,63,Alabama,Greene County,13,705,171,531
604,1,63,Alabama,Greene County,14,571,125,444
605,1,63,Alabama,Greene County,15,357,117,233
606,1,63,Alabama,Greene County,16,274,88,186
607,1,63,Alabama,Greene County,17,190,63,127
608,1,63,Alabama,Greene County,18,247,69,176
614,1,65,Alabama,Hale County,5,961,273,669
615,1,65,Alabama,Hale County,6,887,325,557
616,1,65,Alabama,Hale County,7,802,329,453
617,1,65,Alabama,Hale County,8,858,319,532
618,1,65,Alabama,Hale County,9,788,302,477
619,1,65,Alabama,Hale County,10,761,327,429
620,1,65,Alabama,Hale County,11,1075,455,608
621,1,65,Alabama,Hale County,12,1097,462,624
622,1,65,Alabama,Hale County,13,1046,450,592
623,1,65,Alabama,Hale County,14,917,481,428
624,1,65,Alabama,Hale County,15,673,374,292
625,1,65,Alabama,Hale County,16,477,273,199
626,1,65,Alabama,Hale County,17,343,167,175
627,1,65,Alabama,Hale County,18,359,183,172
633,1,67,Alabama,Henry County,5,891,524,349
634,1,67,Alabama,Henry County,6,913,625,274
635,1,67,Alabama,Henry County,7,904,624,260
636,1,67,Alabama,Henry County,8,1012,758,235
637,1,67,Alabama,Henry County,9,1072,761,298
638,1,67,Alabama,Henry County,10,1092,773,297
639,1,67,Alabama,Henry County,11,1138,812,300
640,1,67,Alabama,Henry County,12,1209,829,363
641,1,67,Alabama,Henry County,13,1243,893,339
642,1,67,Alabama,Henry County,14,1343,1015,310
643,1,67,Alabama,Henry County,15,1011,788,202
644,1,67,Alabama,Henry County,16,606,465,137
645,1,67,Alabama,Henry County,17,394,292,97
646,1,67,Alabama,Henry County,18,408,310,96
652,1,69,Alabama,Houston County,5,5933,3724,1979
653,1,69,Alabama,Houston County,6,6917,4506,2189
654,1,69,Alabama,Houston County,7,6730,4447,2044
655,1,69,Alabama,Houston County,8,6457,4335,1875
656,1,69,Alabama,Houston County,9,6462,4528,1755
657,1,69,Alabama,Houston County,10,6634,4774,1673
658,1,69,Alabama,Houston County,11,7167,5206,1752
659,1,69,Alabama,Houston County,12,7174,5343,1665
660,1,69,Alabama,Houston County,13,6542,4946,1432
661,1,69,Alabama,Houston County,14,5896,4657,1104
662,1,69,Alabama,Houston County,15,4369,3577,722
663,1,69,Alabama,Houston County,16,3093,2556,483
664,1,69,Alabama,Houston County,17,2215,1848,328
665,1,69,Alabama,Houston County,18,1941,1595,315
671,1,71,Alabama,Jackson County,5,2836,2527,135
672,1,71,Alabama,Jackson County,6,3084,2812,117
673,1,71,Alabama,Jackson County,7,2744,2512,76
674,1,71,Alabama,Jackson County,8,3083,2792,101
675,1,71,Alabama,Jackson County,9,3385,3075,121
676,1,71,Alabama,Jackson County,10,3486,3202,112
677,1,71,Alabama,Jackson County,11,3616,3365,102
678,1,71,Alabama,Jackson County,12,3940,3608,139
679,1,71,Alabama,Jackson County,13,3751,3462,131
680,1,71,Alabama,Jackson County,14,3412,3201,111
681,1,71,Alabama,Jackson County,15,2711,2553,69
682,1,71,Alabama,Jackson County,16,1925,1834,44
683,1,71,Alabama,Jackson County,17,1139,1082,30
684,1,71,Alabama,Jackson County,18,934,884,34
690,1,73,Alabama,Jefferson County,5,42464,20322,20567
691,1,73,Alabama,Jefferson County,6,49080,25422,21997
692,1,73,Alabama,Jefferson County,7,46143,24463,19862
693,1,73,Alabama,Jefferson County,8,43609,22652,19321
694,1,73,Alabama,Jefferson County,9,39583,20968,17111
695,1,73,Alabama,Jefferson County,10,40576,22271,17009
696,1,73,Alabama,Jefferson County,11,42995,23501,18331
697,1,73,Alabama,Jefferson County,12,45752,25117,19685
698,1,73,Alabama,Jefferson County,13,42040,23471,17794
699,1,73,Alabama,Jefferson County,14,34778,20657,13550
700,1,73,Alabama,Jefferson County,15,22422,14404,7556
701,1,73,Alabama,Jefferson County,16,16339,11002,5096
702,1,73,Alabama,Jefferson County,17,12010,8377,3537
703,1,73,Alabama,Jefferson County,18,13793,9879,3796
709,1,75,Alabama,Lamar County,5,663,572,70
710,1,75,Alabama,Lamar County,6,779,662,106
711,1,75,Alabama,Lamar County,7,747,648,84
712,1,75,Alabama,Lamar County,8,732,638,86
713,1,75,Alabama,Lamar County,9,891,789,93
714,1,75,Alabama,Lamar County,10,883,777,96
715,1,75,Alabama,Lamar County,11,975,840,121
716,1,75,Alabama,Lamar County,12,1034,886,132
717,1,75,Alabama,Lamar County,13,994,870,111
718,1,75,Alabama,Lamar County,14,935,846,84
719,1,75,Alabama,Lamar County,15,719,664,47
720,1,75,Alabama,Lamar County,16,594,527,56
